seed,family,explainer,faith_source,faith_treat,faith_drop,fidelity_source,fidelity_treat,delta_all,rho_all,ratio_all,delta_faithful,rho_faithful,ratio_faithful,delta_unfaithful,corr_delta_faith,n_faithful,n_preserved
0,covariate,integrated_gradients,0.935581418751819,0.8009345325821952,0.13464688616962384,0.6555654608801591,0.6403126282205629,0.045042495216839,0.026100887442512898,1.7257074233987224,0.04245857862130614,0.02493484390004818,1.7027810076334227,0.04789487067944022,-0.09010935326497693,85,162
0,covariate,gradient_x_input,1.3501097615525262,0.6877905474085234,0.6623192141440027,0.5544847345272217,0.5447159463329748,0.042261426801523796,0.02425244627506299,1.7425634644113455,0.04066435721528779,0.02319232495922231,1.753354063759693,0.044469140641320626,-0.031167117972984697,94,162
0,covariate,saliency,1.29701791274635,0.7746929709810886,0.5223249417652613,0.4475664046198159,0.4408045017337404,0.04670668149489796,0.025688542250936013,1.8181912013008878,0.045226966587759286,0.025200813725379145,1.7946629454354592,0.048651449658565944,-0.06422864411843962,92,162
0,covariate,kernel_shap,0.9860865684454909,0.8680845782479575,0.11800199019753344,0.7146544323118897,0.7090204794283074,0.04798835904644046,0.02822148750379891,1.700419194416337,0.04574464654142402,0.027798186912794037,1.6455982069956574,0.0508259954498436,0.0938812031819475,43,77
0,covariate,lime,0.05026143771160407,1.278180221553768,-1.227918783842164,0.6061448628413408,0.6050197135133488,0.06032921479137508,0.03336205592949134,1.8083182558915787,0.059754532493915644,0.0331081831646516,1.804826685799944,0.0609837140745928,-0.1330773010719143,41,77
0,concept,integrated_gradients,-0.44462559234224486,1.11739579245178,-1.5620213847940247,0.6559421726050065,0.6176434612856868,0.06234946562725016,0.02717620822956034,2.2942665547959287,0.06227232498663543,0.026314691614030484,2.3664470745092463,0.06242479119396807,0.16266090204817343,83,168
0,concept,gradient_x_input,0.3453001886374062,1.5514955609963121,-1.206195372358906,0.5663148267649663,0.5261689233928915,0.05528165441860263,0.026024475579205106,2.124217806055447,0.053994910674947334,0.024739983012693853,2.182495867003751,0.056631166149753304,0.045040000613179934,86,168
0,concept,saliency,2.879248642592728,0.026661796836008514,2.8525868457567194,0.4830590667266274,0.4496260403433371,0.05736738466915314,0.025324961927551088,2.265250578984801,0.05728068625717972,0.02530411265783549,2.2636907696284143,0.05744810388030083,-0.1032204370280617,81,168
0,concept,kernel_shap,-1.7915655192815603,0.74399061401752,-2.5355561332990804,0.7035807931406801,0.6649066122847181,0.06671587375329899,0.03301802034391425,2.0205897585133625,0.06791651436633607,0.03048874803791748,2.2275927591999305,0.06565484251387087,0.251714138772055,38,81
0,concept,lime,2.15841307345556,0.47441465723402343,1.6839984162215367,0.6344012907660692,0.6437811979973846,0.06887379812818355,0.0317372942082894,2.170121928988973,0.06836208192327335,0.03189516135511129,2.1433370774378644,0.06930410493685801,-0.01730670021782216,37,81
0,shortcut,integrated_gradients,2.1106040562888624,0.4243128803402814,1.686291175948581,0.7507668375558999,0.501693218992659,0.035363974286461104,0.02601952787093955,1.359132051199057,0.03592842907210108,0.025517751243878613,1.4079778711190256,0.034819324931896205,-0.0937665381472105,110,224
0,shortcut,gradient_x_input,-1.1955828216681232,0.4941811781947889,-1.6897639998629121,0.6565302021456496,0.44894459786676233,0.03346388384387333,0.0234520842811002,1.4269044679683989,0.03347767427013469,0.02252225485061144,1.4864264032260441,0.03345033749595288,0.05606178008265776,111,224
0,shortcut,saliency,-2.0910669902993115,0.8143472965237668,-2.9054142868230786,0.5428765218449875,0.38272035146129113,0.03413855057039957,0.021692665458506923,1.5737370142778795,0.03493697608969266,0.022609738490550955,1.5452180530214223,0.03335425647622672,0.006469245343872833,111,224
0,shortcut,kernel_shap,19.018792213887277,0.7761753098022042,18.24261690408507,0.72886051599807,0.5193359458369555,0.03490952093883914,0.025618271427872156,1.3626805788644387,0.03543697212985679,0.025225591116985312,1.4048024470671683,0.03442114020641538,-0.1209276999446822,50,104
0,shortcut,lime,6.598827604310191,0.05433458198497941,6.544493022325212,0.6267445742897114,0.4190340768179916,0.03634894361249778,0.023601570351080278,1.5401069959242792,0.03633897599528053,0.023816545764121615,1.5257870035050718,0.03635782385329133,0.15546961499278186,49,104
0,none,integrated_gradients,-0.14359835207286087,2.137937361202947,-2.281535713275808,0.6535136425288663,0.6583219957482218,0.02729762879048025,0.027669821858366254,0.9865487725294673,0.026600867642056596,0.02680139663698097,0.9925179647299543,0.028018416185401282,-0.012232092179883023,120,236
0,none,gradient_x_input,0.6398095770897317,1.3418766471707047,-0.7020670700809729,0.5653308227264806,0.5645743065209958,0.026642723372930017,0.026834133176311396,0.9928669280232107,0.026263375472924618,0.0256896384683267,1.0223334012779233,0.027035152235004575,-0.01481939769018547,120,236
0,none,saliency,2.4789616651587214,1.2813411022902592,1.1976205628684622,0.4798570621520492,0.4794919749413459,0.025262534701286116,0.02553273493142293,0.9894174975433485,0.02599426914934689,0.025049722413912436,1.0377068743448374,0.024505568030878416,-0.0131085432986599,120,236
0,none,kernel_shap,-0.9454696146789356,1.1215293396059465,-2.066998954284882,0.6966579014695157,0.6949057759846514,0.03112931893304225,0.03292939882360675,0.9453351729800168,0.029313323487387348,0.0313411398313633,0.9352985770496227,0.03301017135889912,-0.08139615938439194,58,114
0,none,lime,1.7772471956012108,1.336696877776801,0.4405503178244099,0.6374608576744094,0.63685237492014,0.030147528195518792,0.03202621078184253,0.9413392174578185,0.03066761665647876,0.03195064435048957,0.9598434485409322,0.029608865146667405,-0.08560217287224572,58,114
1,covariate,integrated_gradients,1.0252046993848214,0.802873374053441,0.22233132533138045,0.665198988191335,0.6593057298700981,0.03170183652679228,0.026059675826525006,1.2165092435464744,0.02956611424539271,0.02576890059728476,1.1473564475043245,0.03407975411845365,0.1289924379941923,108,205
1,covariate,gradient_x_input,0.9599587034089077,0.7356610190825359,0.22429768432637176,0.5112597165460367,0.5071084169220572,0.036890474414634,0.025307012174365054,1.4577174958647434,0.0329595099723945,0.024813720751759246,1.328277621164804,0.0411824457954465,-0.10601538258194391,107,205
1,covariate,saliency,1.1666429773106661,0.5907969346359001,0.575846042674766,0.4005437868519324,0.3983786078724186,0.03899275790447415,0.02517615410058988,1.548797236809118,0.03568285633012364,0.025496234272521064,1.399534376281652,0.04260663003157113,-0.07199661828935632,107,205
1,covariate,kernel_shap,1.6243891612530983,0.7365068008360931,0.8878823604170052,0.6697556620654584,0.6641336317300168,0.031478583560528926,0.027784948241107353,1.1329365556980562,0.031048906681268456,0.02870606241629487,1.0816149644976623,0.031926163643091914,0.10005499358558222,50,98
1,covariate,lime,2.026421721293855,0.5627578357180162,1.4636638855758388,0.5807025851838216,0.5744063548033008,0.023919349823314194,0.030237643347650434,0.7910454379101871,0.024025392368629436,0.030293600172665077,0.7930847516205204,0.023821624340376622,0.19735653438238251,47,98
1,concept,integrated_gradients,1.6762585379988608,0.5813236444849125,1.0949348935139485,0.6741675722589335,0.6221157515676348,0.06951890362819953,0.027454373960147858,2.5321613134982273,0.06475154576294523,0.02618009867313515,2.4733117537631886,0.07478157140153223,-0.009792393725526025,85,162
1,concept,gradient_x_input,0.33624156700488933,0.9534563938050041,-0.6172148268001147,0.538377144915812,0.49566157499718616,0.0650985470234911,0.025574058313735694,2.54549145954387,0.0589869926029615,0.02359175152402992,2.5003227311409644,0.07168022101483068,-0.028846898153950126,84,162
1,concept,saliency,2.0260108274704085,0.9628154749250531,1.0631953525453555,0.4447434635530789,0.41208146776483034,0.06596326132063349,0.024768510895982244,2.6631904355353693,0.06315246662568476,0.022897395585038168,2.75806330860399,0.06884432588295594,-0.062252834000561835,82,162
1,concept,kernel_shap,1.4392524594087435,0.6821168697410003,0.7571355896677432,0.6534583840301073,0.5990172229879294,0.07515744947675256,0.028356656926955173,2.6504340645779596,0.07040839170794322,0.027501101085418984,2.5602026438597245,0.08026268657822262,-0.22139628259789743,43,83
1,concept,lime,0.40604984053135434,0.9859034570861155,-0.5798536165547612,0.6146689306285943,0.5918432662574442,0.07551899162995701,0.02957067157052167,2.5538477017627215,0.07586287005939166,0.029569568487432443,2.5655724428861597,0.07507003923597289,-0.2322471902679308,47,83
1,shortcut,integrated_gradients,0.8996300425585025,1.275669099747377,-0.3760390571888744,0.7575131718774752,0.5320850957960804,0.04571217907079409,0.02999001380047638,1.524246683409928,0.04579605146041105,0.02952097200395386,1.551305677004043,0.04562913710087633,-0.09721928552053882,100,201
1,shortcut,gradient_x_input,1.0062061495852335,1.2422239718721801,-0.23601782228694668,0.6611609771359604,0.4547371918558166,0.04280105013738331,0.029520748267075785,1.4498633215581098,0.04217609560051689,0.02937110627109911,1.4359723195723741,0.04339566707537272,0.009501109319542057,98,201
1,shortcut,saliency,0.9543810214495355,1.0226777366795259,-0.06829671522999037,0.5410952428774658,0.3961610125129249,0.04294228455838617,0.026952235184504226,1.5932735917604035,0.04351037700152966,0.027758753405308548,1.567447081150582,0.04236851119081124,0.0975070803399074,101,201
1,shortcut,kernel_shap,0.9579271613089814,1.0324720739051585,-0.07454491259617713,0.7472575839064284,0.5380539748851578,0.04521473540821149,0.03170349931439739,1.4261749140000546,0.04482991824399158,0.030192065966355423,1.4848244665982073,0.04566368876646806,-0.05619948272443575,49,91
1,shortcut,lime,0.9344060133970422,1.1246828265804367,-0.1902768131833945,0.6395073452687531,0.45801476614326125,0.04979239609360209,0.03024860761952391,1.6461053916896218,0.0497091588324562,0.030231101845596593,1.6443052286463962,0.04988950623160562,-0.10946941879532653,49,91
