shift,explainer,nu,rho_null,rho_seed,omega,delta,delta_lo,delta_hi,ratio,ratio_lo,ratio_hi,ratio_seed,uec,uec_lo,uec_hi,exceedance,preserved,n_seeds
covariate_year,EG,0.1450750792851369,0.10661023380836805,0.1597804714776313,0.0,0.1551046088332241,0.1526193925100981,0.15764711067141882,1.4548754213598736,1.2180362070945099,1.8033823096738095,0.9733643702729706,0.008619535208476197,0.0047967164055478725,0.012476218857777291,0.10546028820311906,0.6989375,10
covariate_year,Grad$\times$Input,0.0,0.045438600033501565,0.11959738932814154,0.0,0.05213599306596175,0.039828379477539866,0.06455349968731434,1.147394352544362,1.0551889525124376,1.2602944290287543,0.44624870918115755,0.006697393032460178,0.0027910830746943976,0.010577187559396208,0.15296540703653896,0.6989375,10
covariate_year,IG,0.0,0.039856635896232874,0.08253003226158809,0.0,0.04488644186897784,0.034699816469889434,0.05530952078714672,1.1261974539406716,1.0121725151688732,1.2810958949135114,0.5727709728517975,0.005029805972744968,0.000541756557722594,0.010247355403593056,0.15885012762668804,0.6989375,10
covariate_year,KernelSHAP,0.009789530750029972,0.036376097853372806,0.05443150777116653,0.0,0.04446221773929892,0.03519470513579612,0.054024687502320375,1.2222921193614604,1.0916782540602565,1.3985866279046233,0.8557151038906327,0.008086119885926116,0.003656408656601079,0.013137652487757822,0.36157281239363614,0.7220833333333334,10
covariate_year,LIME,0.028106190787187395,0.02815673616900367,0.04060549954053293,0.0,0.03314739074979185,0.02620869113219635,0.040383749665695315,1.1772454929020553,1.020857775420401,1.3744292391104478,0.9175872519241428,-0.0022776979888940565,-0.0068512280717475445,0.002703286875691171,0.21636686682882336,0.7220833333333334,10
covariate_year,Saliency,0.0,0.042810621990580285,0.11130188359797952,0.0,0.0487439442239797,0.03645990492451175,0.06128235320385617,1.1385946280973198,1.045389247533058,1.2499458541681066,0.4400961918806424,0.005933322233399424,0.002141161409198079,0.009765594218695066,0.1626654776965687,0.6989375,10
covariate_year,SmoothGrad,0.01454798084821132,0.04255321314455447,0.10897822994986965,0.0,0.048384657507318296,0.036201636757320105,0.060810718300497245,1.1370388727862746,1.0437216327463903,1.2488897482729089,0.4457661412053164,0.005712966524352546,0.0019221840630143617,0.009580555646337714,0.19325408973711608,0.6989375,10
