family,explainer,delta,rho_null,omega,ratio,agree,quadrature_err,per_point_r
concept,gradient_x_input,0.206721582169411,0.09480564499917979,0.1923419293514684,2.233610666909879,0.8720000000000001,1.1102230246251565e-14,0.8070838520216735
concept,integrated_gradients,0.20849665498365968,0.0704158144817576,0.1923419293514684,3.024581574355504,0.8720000000000001,1.1102230246251565e-14,0.8070838520216735
concept,saliency,0.2121268188769209,0.09521074562888357,0.1923419293514684,2.2683847458464457,0.8720000000000001,1.1102230246251565e-14,0.8070838520216735
covariate,gradient_x_input,0.1065472978814053,0.09633402319892156,0.0,1.1279023111890996,0.9583333333333334,1.1102230246251565e-14,0.8070838520216735
covariate,integrated_gradients,0.08492851626551765,0.07223161828848171,0.0,1.1978167295081605,0.9583333333333334,1.1102230246251565e-14,0.8070838520216735
covariate,saliency,0.10478334895424309,0.09369717313243763,0.0,1.1344696792830917,0.9583333333333334,1.1102230246251565e-14,0.8070838520216735
