n_redundant,sigma,n_noise,max_corr,ratio,ratio_lo,ratio_hi,per_point_r,seeds
0,0.0,0,0.48365289169112025,1.1705378309340697,0.9995091391493324,1.3415665227188072,0.800408117127609,8
4,1.2,0,0.640579435891134,1.0513298064143997,0.9296863942088656,1.1729732186199338,0.7549980209704215,8
4,0.35,0,0.9438543400889172,1.0293068440028654,0.8902078786786465,1.1684058093270844,0.6816789114489494,8
0,0.0,8,0.48365289169112025,1.1439888584199691,1.0491665109818489,1.2388112058580893,0.7262522239562601,8
4,0.35,8,0.9438543400889172,1.0786389519420798,0.9980216155416887,1.1592562883424709,0.6648364557141294,8
