capacity_slope,capacity_p,capacity_span,update_slope,update_r2,update_p,predicted_share,mean_ci_lo,mean_ci_hi,obs_ci_lo,obs_ci_hi,observed_share,matched_scratch,matched_n,excess,excess_lo,excess_hi,excess_p,above_curve,fit_n
-0.006801321814534134,0.943278489313726,0.03591017281185993,-9.133858857216032,0.05893644953153887,1.695924171237927e-09,0.8431891670999472,0.8238135400663178,0.8607940663687704,0.2531896528494586,0.9884102266342238,0.9642053547046014,0.7908328430467473,234,0.17337251165785417,0.10369843591078837,0.24304658740491997,0.00032947634382253873,True,612
